Soft-relu-wing,,,,,,,,,,,MEAN,STD
,0,1,0,0,0,0,0,0,0,0,0,1
avd_class0,0.363917482691905,1.49598408223324,0.504597322312193,0.223269248507785,0.139097293753769,0.71730398360773,0.27953220733302,0.494654822024719,0.555605324760856,2.39562276182365,0.716958452904887,0.70229608312768
dice_class0,0.532565735628557,0.406005521996249,0.481858990111109,0.493684291589454,0.458604908094039,0.146126053793657,0.611078459986396,0.501241915061447,0.475872975874347,0.488399131914857,0.459543798405011,0.121971952361921
lfdr_101-INFvox_class0,0.398785425101215,0.544089736207963,0.705555555555556,0.544292929292929,0.83522126022126,0.8,0.739350021958718,0.732157253284014,0.425925925925926,0.558941798941799,0.628431990648938,0.154191548794282
lfdr_21-100vox_class0,0,0,0,0,0,0,0,0,0,0,0,0
lfdr_3-20vox_class0,1,0,,,,1,,,,,0.666666666666667,0.577350269189626
lfdr_class0,0.618437118437118,0.503134796238245,0.668686868686869,0.53506216006216,0.801248431530122,0.880952380952381,0.675440658049354,0.682565211764923,0.378787878787879,0.554612794612795,0.629892829912184,0.146310199705649
ltpr_101-INFvox_class0,0.559131859131859,0.74979035639413,0.769444444444444,0.417792792792793,0.774603174603175,0.266666666666667,0.680555555555555,0.594708994708995,0.716666666666667,0.665438165438165,0.619479867640245,0.166076095695355
ltpr_21-100vox_class0,0.10534262485482,0.224338624338624,0.287581699346405,0.017543859649123,0.32962962962963,0.033333333333333,0.305147058823529,0.227777777777778,0.194301994301994,0.008130081300813,0.173312668335605,0.123219185170317
ltpr_3-20vox_class0,0,0.05,0,0,0,0,0,0,0,0,0.005,0.015811388300842
ltpr_class0,0.294662309368192,0.525510204081633,0.558024691358025,0.236111111111111,0.530864197530864,0.092592592592593,0.487581699346405,0.365649963689179,0.383408919123205,0.381419234360411,0.385582492256162,0.148210550785236
mse_class0,0.252212677530902,0.423814977367364,0.2596856627464,0.625106368876574,0.366502872850529,0.485852538527983,0.254007578084614,0.416041459986772,0.260416666666667,0.365378286269708,0.370901908890751,0.122496371336526
n_101-INFvox,21.3333333333333,24,9,27.3333333333333,13.6666666666667,21.3333333333333,7,11.6666666666667,10.6666666666667,21,16.7,7.08754776585903
n_21-100vox,19.3333333333333,15.3333333333333,13,21,8.33333333333333,19.3333333333333,12.5,8,15,16.6666666666667,14.85,4.47106610315319
n_3-20vox,4.66666666666667,5.5,1.5,5.66666666666667,3,4.66666666666667,1.5,3,7,4,4.05,1.80713606038415
n_gt_class0,45.3333333333333,43,18.6666666666667,54,23,45.3333333333333,16.3333333333333,20.6666666666667,30.3333333333333,41.6666666666667,33.8333333333333,13.5639773474258
n_pred_class0,32,24,40.6666666666667,21.6666666666667,58.3333333333333,7.66666666666667,27.3333333333333,34.6666666666667,15.6666666666667,37.3333333333333,29.9333333333333,14.1925036724965
precision_class0,0.741223873229299,0.344733389555591,0.549222339175618,0.519243147850303,0.433101879672119,0.238845144356955,0.717713924399328,0.627290027179957,0.780527198567475,0.568577708455576,0.552047863244222,0.175650456660115
recall_class0,0.46377880980237,0.602815733990561,0.491757467618192,0.49105698109636,0.494476325966917,0.135014836795252,0.551051200525287,0.471545523693686,0.353209164037548,0.613909357750876,0.466861540127705,0.138336484065557
rvd_class0,0.363917482691905,-1.44041261274026,-0.087450607971031,0.043097186723242,-0.104914156161865,0.71730398360773,0.146816157950304,0.200347652393167,0.555605324760856,-1.975389997347,-0.158107958609296,0.866976688740222
specificity_class0,0.999802030805972,0.999054476938585,0.999730339862236,0.999197691779993,0.999451613876026,0.999972701824254,0.999863472795729,0.999474260090911,0.999874037571245,0.999667577960433,0.999608820350539,0.000305921405383
vol_gt_class0,16558.4521750907,10676.4543828865,11736.7280546327,17359.9249455432,9702.57783914606,16558.4521750907,14270.3347212772,12236.1845057905,17979.4999101957,16260.7423080901,14333.9351017743,3019.06935727741
vol_pred_class0,12425.4053711891,18044.4224198957,11102.5649031401,19575.7880342205,12321.4800927142,512.391756216685,10663.5820119977,13140.7042193313,10445.7245237033,12454.9044139584,12068.6967746367,5084.2370321678
,,,,,,,,,,,,
Soft-sig-wing,,,,,,,,,,,,
,0,1,0,0,0,0,0,0,0,0,0,1
avd_class0,0.35430458966098,0.219896934447774,0.672544060111902,0.104035393308865,0.28949605977618,0.738872403560831,0.270733025772293,0.519798182377266,0.733725483833062,2.14932957307242,0.605273570592158,0.587335030799597
dice_class0,0.534014762737362,0.431746003293129,0.47087847135193,0.516362964428703,0.485443423653371,0.158069883527454,0.596047261129634,0.493808612813595,0.340759988894935,0.480690640229907,0.450782201206002,0.122397006875215
lfdr_101-INFvox_class0,0.414646464646465,0.567637917637918,0.809790805954489,0.708857831962203,0.628787878787879,0.714285714285714,0.77666451195863,0.614518814518815,0.185185185185185,0.578798210406687,0.599917333534398,0.185321743533086
lfdr_21-100vox_class0,,0,0,0,0,0,0,0,0,0,0,0
lfdr_3-20vox_class0,,0,,,,,,,,1,0.5,0.707106781186548
lfdr_class0,0.414646464646465,0.531818181818182,0.763285024154589,0.699836508834811,0.610294117647059,0.666666666666667,0.731808731808732,0.59394212025791,0.181481481481482,0.579314206278719,0.577309350359461,0.172572583953796
ltpr_101-INFvox_class0,0.483456183456183,0.743501048218029,0.811111111111111,0.52027027027027,0.631746031746032,0.266666666666667,0.717592592592593,0.482539682539682,0.383333333333333,0.749385749385749,0.578960266931965,0.179405639572301
