,UCL,,,,,,,,,,UNF,,,,,,,,,,Vanderbilt,,,,,,,,,,Zurich,,,,,,,,,,MEAN,STD,,,Average per center (dice),,,
Soft-Adap-Relu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UCL,UNF,Vanderbilt,Zurich
dice_class0,0.814626073867486,0.863856814983864,0.316956087530492,0.575722109569823,0.845414260302003,0,0.862824684783879,0.75294520946519,0.820950387052946,0.357804360233203,0.621413689451267,0.838917355785354,0,0.605323250226885,0.833804913712187,0,0.851384051632089,0,0,0.779483317764363,0.09235862219035,0,0.000297354941526,0.44612687862701,0,0,0,0,0,0,0.747715715819263,0.777957239722971,0.773258616440957,0.768391388408953,0.738125973165874,0.786559981174229,0.774383283167661,0.718316643840005,0.756432094271067,0.770051739271594,0.472285052435062,0.366421479313125,,,,,,
lfdr_class0,0.183333333333333,0.05,0.291666666666667,0.291666666666667,0.1,,0,0.183333333333333,0.175,0.333333333333333,0.782051282051282,0,,0.076923076923077,0.128205128205128,,0.166666666666667,,,0.567948717948718,0,,0.96978021978022,0,,,,,,,0.753210678210678,0.712936507936508,0.799422799422799,0.750079365079365,0.761863275613276,0.66843253968254,0.700843253968254,0.870871212121212,0.749006132756133,0.764190809190809,0.422527321388929,0.334258991399838,,,,,,
ltpr_class0,1,1,0.8,1,1,0,1,1,1,0.8,1,1,0,1,1,0,1,0,0,1,0.75,0,0.1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.66125,0.463056664306837,,,,,,
mse_class0,0.00514,0.00379,0.01295,0.00936,0.00435,0.01527,0.00381,0.0065,0.00527,0.01247,0.005413912259615,0.001962139423077,0.006502403846154,0.004246544471154,0.001926081730769,0.006502403846154,0.001888521634615,0.006502403846154,0.006502403846154,0.002998798076923,0.008326760116889,0.008352247121383,0.008404224162199,0.007764347777075,0.008352247121383,0.008352247121383,0.008352247121383,0.008352247121383,0.008352247121383,0.008352247121383,0.003826954525173,0.003408893313941,0.003599344812172,0.00379774733674,0.004227331553796,0.003329466814932,0.003662503623177,0.004409944888203,0.004027588344627,0.003773359722927,0.006109495245557,0.003064578394301,,,,,,
n_gt_class0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,,,,,,
n_pred_class0,1.7,1.2,1.4,2.8,1.4,0,1.2,1.9,1.7,1.6,6.38461538461539,1.23076923076923,0,1.38461538461538,1.92307692307692,0,1.46153846153846,0,0,3,1.2,0,3.95,1.8,0,0,0,0,0,0,5.85,5.25,6.7,5,6.3,4.7,5.8,9.35,5.9,6.7,2.46961538461538,2.56284887497096,,,,,,
precision_class0,0.891116090616557,0.919361134721506,0.846247579601205,0.890520518871063,0.897657676991145,,0.921947151775251,0.885791212520134,0.84101195251566,0.804046701372974,0.605070359735529,0.845248002641976,,0.747591036374162,0.875551918259793,,0.84947543744889,,,0.731075272393422,0.52782064889632,,0.022385022385022,0.552050267896287,,,,,,,0.692117710919451,0.712034710163951,0.694129134662021,0.672282832320273,0.654529537284592,0.71205722538552,0.680614616455832,0.647912766349613,0.658774275724247,0.675644293027224,0.730502324546772,0.180086338748157,,,,,,
recall_class0,0.755965870922277,0.824624328484499,0.236608345902464,0.44798409315041,0.806298758580515,0,0.818207079929738,0.663976071612205,0.806330035530455,0.267155782879765,0.713690763954216,0.8439256069907,0,0.515689173330235,0.813124067863111,0,0.85789678652165,0,0,0.842321920183195,0.054412024332283,0,0.000150237897572,0.390430377746566,0,0,0,0,0,0,0.820265977646746,0.862458990115889,0.881053834076666,0.90347157421851,0.853325184057876,0.884064886081475,0.904372397309639,0.818554376362653,0.895606777494784,0.903828128377615,0.484644836288843,0.391261753181717,,,,,,
rvd_class0,0.149382221548759,0.100502972972016,0.678751555633908,0.491404110603316,0.100338795846797,1,0.111350174206592,0.246976570275213,0.038686340627738,0.648887891896942,-0.287958695214675,-0.001909032073929,1,0.307467422342733,0.065949221540617,1,-0.013145757696257,1,1,-0.156104342392536,0.893966432187179,1,0.993462010294865,0.289225875292737,1,1,1,1,1,1,-0.192914194873302,-0.217078979093838,-0.28124587585119,-0.354898990596578,-0.315804129968585,-0.248006134123358,-0.336752946403015,-0.274470774349364,-0.371655423500724,-0.3511095358371,0.342832419582374,0.543402614476227,,,,,,
specificity_class0,0.999527649161926,0.999624789803131,0.999577901999932,0.999701870131612,0.999530981953436,1,0.999648247353223,0.999554443211256,0.999219411465774,0.99958461742516,0.999668898609614,0.99991032888222,1,0.999898831022664,0.999931475959034,1,0.999912292322289,1,1,0.999821288349514,0.999967103583224,1,0.99999619396521,0.999797173429934,1,1,1,1,1,1,0.999905921526479,0.999910480733234,0.99989894247752,0.999886194539739,0.999883200356729,0.999908098651702,0.999890818980821,0.999884867957669,0.999879793831244,0.999887138913512,0.999845223914945,0.000184373913331,,,,,,
vol_gt_class0,190.874988460541,190.874988460541,190.874988460541,190.874988460541,190.874988460541,190.874988460541,190.874988460541,190.874988460541,190.874988460541,190.874988460541,1248.46161756149,1248.46161756149,1248.46161756149,1248.46161756149,1248.46161756149,1248.46161756149,1248.46161756149,1248.46161756149,1248.46161756149,1248.46161756149,1024.24663813561,1024.24663813561,1024.24663813561,1024.24663813561,1024.24663813561,1024.24663813561,1024.24663813561,1024.24663813561,1024.24663813561,1024.24663813561,552.74218788743,552.74218788743,552.74218788743,552.74218788743,552.74218788743,552.74218788743,552.74218788743,552.74218788743,552.74218788743,552.74218788743,754.081358011268,416.068286969965,,,,,,
vol_pred_class0,161.874993622303,171.499990713596,60.4999976992607,96.1249976396561,171.499991834164,0,169.499991583824,142.874995064735,183.249991703033,65.999998664856,1611.77892940778,1268.36546211976,0,881.971205867254,1185.28853929043,0,1274.42315709591,0,0,1459.61547206915,108.69763135612,0,6.97959215641022,716.739760558307,0,0,0,0,0,0,659.671874669194,672.757812409103,708.10156249553,748.195312155038,727.156249696016,689.468749730289,738.218749926239,705.367188501358,757.710936999321,746.101562054455,422.243367427078,476.348462102179,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soft-Dice-ReLU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avd_class0,0.069435286856322,0.087150304710729,0.091098294222563,0.11251225210446,0.105813028442429,0.089331492071146,0.089777566043983,0.156998431342433,0.095681469193002,0.08137890041532,0.193926443575768,0.230018583558668,0.280636940624984,0.091658302171732,0.32779883099932,0.165447322364501,0.237082054248617,0.128673611816188,0.180837259738482,0.22735756488749,0.055528080053344,0.046106506624565,0.041882194603624,0.051670345373343,0.037962244513081,0.039369922444377,0.036290735900561,0.038277262106994,0.04199899715648,0.044995358350833,0.43817268704038,0.39492275744858,0.326837992572688,0.338437238842364,0.345039329214961,0.343978139802806,0.392050460417473,0.379548535019131,0.325092973661276,0.298522737311009,0.17648246094615,0.128432777002479,,,,,,
dice_class0,0.891624277243288,0.890132539164961,0.890110629871844,0.888352789025551,0.885560331202441,0.897155255781986,0.894295492318446,0.86560339112204,0.886112937539303,0.899363652284497,0.81709736157428,0.789574835805163,0.763189434555393,0.874230432665492,0.700929094357317,0.847519894490655,0.788887673358202,0.848551373599229,0.809934896356921,0.800192382712081,0.861583391673138,0.868638555148583,0.864656434489064,0.864129296838817,0.87184322570738,0.873717185927015,0.868100970519219,0.864668020336178,0.866761248401164,0.860706382014204,0.769257742292981,0.785544148900648,0.802069501563599,0.801216275017087,0.790613522409391,0.791771756532842,0.787426558951335,0.78085881476062,0.801020687357446,0.786658340428846,0.837241518357466,0.048702124998631,,,,,,
lfdr_class0,0,0,0.15,0,0.05,0,0.05,0,0.05,0,0.038461538461539,0.08974358974359,0.08974358974359,0.038461538461539,0.307692307692308,0.038461538461539,0.051282051282051,0.038461538461539,0.076923076923077,0.076923076923077,0.191666666666667,0.058333333333333,0.410833333333333,0.09,0.120833333333333,0.116666666666667,0.2125,0.204166666666667,0.133333333333333,0.323333333333333,0.675357142857143,0.492083333333333,0.225,0.4675,0.44,0.465,0.568333333333333,0.802638888888889,0.545833333333333,0.445833333333333,0.203384996947497,0.214961864891745,,,,,,
ltpr_class0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.923076923076923,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.998076923076923,0.012162606385263,,,,,,
mse_class0,0.00312,0.00312,0.00312,0.00311,0.00319,0.00291,0.003,0.00369,0.00322,0.0029,0.001908804086538,0.001989933894231,0.002378305288462,0.001462590144231,0.002776442307692,0.00166015625,0.002027493990385,0.001652644230769,0.001931340144231,0.001958383413462,0.002277124054578,0.002186776764539,0.002255289350237,0.002243460051867,0.002141850062779,0.002113477590133,0.00220626208247,0.002261979862135,0.002252298938985,0.002319570736009,0.003915809312899,0.003566230269236,0.00319056811288,0.003217023412084,0.003400324451397,0.003373924341081,0.003523890840735,0.003621249134479,0.003194327449268,0.003390133853827,0.00269444161054,0.000662490168348,,,,,,
n_gt_class0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,,,,,,
n_pred_class0,1,1,1.3,1,1.1,1,1.1,1.1,1.1,1,1.53846153846154,2,2.38461538461538,1.15384615384615,2.76923076923077,1.46153846153846,2,1.53846153846154,2,1.69230769230769,1.5,1.15,2.5,1.35,1.35,1.3,1.7,1.55,1.35,2.15,4.35,2.7,1.65,2.5,2.5,2.4,3.55,6.4,2.85,2.25,1.90721153846154,1.05355788233237,,,,,,
precision_class0,0.918732081015646,0.931422475798821,0.936355491009186,0.947327687155948,0.941375753819354,0.938683419165862,0.939402341850998,0.950845056452815,0.927229550435754,0.927539951874788,0.925516776821969,0.93945930019236,0.934195156823602,0.905570022053548,0.925253091054333,0.935738434896733,0.934130605482773,0.915017166458647,0.921746755027433,0.939938114933002,0.877823005122949,0.874626385218531,0.87143194355264,0.877723270581551,0.876403110377079,0.876905976079274,0.869861446551024,0.867041830947174,0.859223244015384,0.867073550043021,0.656814290449383,0.68144214661337,0.710054721936767,0.707223546943654,0.695758357297236,0.697163012625876,0.682842677008563,0.679845296244437,0.710143399310261,0.703195864199437,0.85695190768603,0.10001165639666,,,,,,
recall_class0,0.872174891367254,0.858215313248422,0.853885439460541,0.84192828902287,0.842840644616608,0.865676002868366,0.857593199276016,0.800403853363902,0.855861702056824,0.879370673158555,0.75486009206766,0.723289435511857,0.671924029144284,0.854064137343784,0.615995878088283,0.786694257318681,0.716828496501993,0.806587825789689,0.756892285670932,0.726012245348601,0.847455432147232,0.86415914733473,0.859147344528327,0.852577414882799,0.868266244950256,0.871535530816968,0.867179648061787,0.863452920979126,0.875634691472649,0.855782036257305,0.935179167958035,0.934859285988008,0.927522760552415,0.930598610017162,0.92144986860531,0.922302384704149,0.936863067572983,0.924443645872986,0.925085502917871,0.898683284046326,0.845581917022289,0.075699005250971,,,,,,
rvd_class0,0.049756857177892,0.077381964942389,0.086812579936849,0.111083680675889,0.104384457013858,0.076594229333883,0.08692042318684,0.156998431342433,0.075711439222972,0.049602838639259,0.181913391925922,0.226921009991295,0.280636940624984,0.055618206867098,0.32779883099932,0.15966518503874,0.234190985585737,0.116278098273614,0.173155591809872,0.22735756488749,0.034105752996922,0.011685098297244,0.013150022249029,0.028334100072016,0.008570205877277,0.005774598296795,0.002967038640652,0.003677357364635,-0.019518252423756,0.012782203629329,-0.435172952503614,-0.382658356068172,-0.314281581635603,-0.324712789678573,-0.332668742541216,-0.331129719309044,-0.381352292113783,-0.371212989492186,-0.31070486641413,-0.285621224170579,-0.012730117036261,0.212014894736882,,,,,,
specificity_class0,0.999608036582114,0.999678397886396,0.999701837022029,0.999765498833568,0.999735342466816,0.999711898611794,0.99972194325419,0.999788957506607,0.999658297155044,0.999644895362147,0.999964265991491,0.999971789995718,0.999973247985803,0.99994883931977,0.999968127320975,0.999969712652265,0.999972365369538,0.999956308380386,0.999960488310538,0.999973598295171,0.999925853018272,0.999922057887542,0.999920040208538,0.999925272966507,0.999922525907338,0.99992292457723,0.999918623770648,0.999916704024185,0.999909781445586,0.999917466476603,0.999874119462667,0.999886966221669,0.999902512545439,0.999900729320224,0.999896347730014,0.999897088449359,0.999888057806238,0.999887386405177,0.999902900259446,0.999902316978652,0.999870338094092,0.000105733202273,,,,,,
vol_gt_class0,190.874988460541,190.874988460541,190.874988460541,190.874988460541,190.874988460541,190.874988460541,190.874988460541,190.874988460541,190.874988460541,190.874988460541,1248.46161756149,1248.46161756149,1248.46161756149,1248.46161756149,1248.46161756149,1248.46161756149,1248.46161756149,1248.46161756149,1248.46161756149,1248.46161756149,1024.24663813561,1024.24663813561,1024.24663813561,1024.24663813561,1024.24663813561,1024.24663813561,1024.24663813561,1024.24663813561,1024.24663813561,1024.24663813561,552.74218788743,552.74218788743,552.74218788743,552.74218788743,552.74218788743,552.74218788743,552.74218788743,552.74218788743,552.74218788743,552.74218788743,754.081358011268,416.068286969965,,,,,,
vol_pred_class0,181.124991416931,175.874991822243,174.124991643429,169.499991726875,170.749992096424,175.999991440773,174.124991714954,160.499993848801,176.124991965294,181.124992060661,1042.06737639354,997.06737110248,909.807752462534,1194.66353859351,858.461594746663,1066.44237862183,984.95199068693,1125.28853337581,1055.62507339624,988.990448566583,989.050335432589,1011.89344089329,1010.63262771517,995.038042119145,1015.86719863713,1018.26259856522,1019.93866065145,1020.30793025494,1044.07628771067,1010.95600665957,791.320311953872,763.0859368518,724.835937006772,730.460937014222,735.242186915129,734.093749336898,761.468749402463,756.812499480695,722.757811868936,709.687499597669,738.210118143753,352.436407764061,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metrics difference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hard-Dice-Sig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avd_class0,-0.00031296977186,0.039947388433538,0.009828577989708,0.054010024020177,-0.004065032196033,0.06167675215032,0.006448890996513,-0.004773546571693,0.005373859819285,0.022089209766177,-0.065130476797671,-0.086503834689213,-0.100978086365838,0.024581942361154,-0.063165656786102,-0.086064748674833,-0.142445810467772,0.005120475087222,-0.095820676526309,-0.028528020220396,-0.003274619904553,-0.0334309001645,-0.0288800239324,-0.009525741831192,-0.005168254286828,0.001988799917921,-0.004176957096833,-0.006550213356359,-0.003636538863781,0.000492686071572,-0.077261161066402,0.080049901067825,-0.005138734751609,0.028949888047084,0.026843184265821,0.04957549009171,0.079515629886345,-0.023277133380804,0.011208158487795,0.078220482032377,,,,,,,,
dice_class0,0.01532787945451,0.003276571235514,0.002683440484474,-0.00433522794922,0.015706107182263,-0.000733415397116,0.002002878885019,0.007513942644416,0.013068716182643,0.010726627972712,0.045968158515623,0.060003146735058,0.094912604993157,0.017069691616154,0.036099636495814,0.078929725062499,0.142147399138673,0.020056847848693,0.120495640906506,0.052683542532865,0.01827184093138,0.023166598252506,0.024379778361979,0.027337338211852,0.009275309321618,0.014878294686046,0.031773899790408,0.037792965423002,0.01329559421639,0.017533646949634,-0.023006371974191,-0.012756408484692,-0.000224033861564,-0.00971117796399,-0.036090958539821,-0.014785900304725,-0.041586046239097,-0.007742662069353,-0.000776961008793,-0.013680396888804,,,,,,,,
lfdr_class0,0,0,0,0,0,0,0,0,0.05,-0.066666666666667,-0.076923076923077,0.012820512820513,0.044871794871795,-0.08974358974359,-0.080769230769231,-0.128205128205128,-0.012820512820513,0.08974358974359,-0.230769230769231,-0.038461538461539,-0.16875,-0.2375,-0.176607142857143,-0.066666666666667,-0.033333333333333,0,-0.15,-0.308134920634921,-0.119444444444444,-0.185833333333333,-0.201825396825397,-0.145376984126984,-0.19452380952381,-0.141666666666667,0.017559523809524,-0.234543650793651,-0.133412698412698,0.031051587301588,-0.00827380952381,-0.051666666666667,,,,,,,,
ltpr_class0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076923076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
mse_class0,-0.00044,-0.00015,-7.99999999999998E-05,0,-0.00045,-7.99999999999998E-05,-4.00000000000001E-05,-0.00018,-0.00039,-0.00038,-0.000361328125,-0.000487530048077,-0.000782001201923,-0.000181790865385,-0.000386117788462,-0.000616736778846,-0.001130558894231,-0.000261418269231,-0.000973557692308,-0.000414663461538,-0.000296415523607,-0.000483559588997,-0.000452762058803,-0.000423586475606,-0.000175053343481,-0.000287527590382,-0.000571226470324,-0.000657779771454,-0.000263908230529,-0.000267118181501,0.000172523791236,0.000328960242867,-2.79726449598098E-05,0.000207850392014,0.000617556736186,0.000311179941215,0.00080142631533,3.68953053619834E-05,2.43742310053899E-05,0.000329462700532,,,,,,,,
n_gt_class0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
n_pred_class0,0.1,0,0,0,-0.1,0,-0.1,-0.1,0.1,-0.2,-0.461538461538461,-0.307692307692307,-0.923076923076923,-0.461538461538462,-0.692307692307692,-0.692307692307693,-1.15384615384615,-0.076923076923077,-0.769230769230769,-0.769230769230769,-0.95,-0.85,-1,-0.2,-0.35,-0.05,-0.65,-1.5,-0.75,-0.8,-1.1,-0.600000000000001,-1.1,-0.55,-0.05,-2.1,-0.65,1.2,-0.3,-0.95,,,,,,,,
precision_class0,0.019520273323301,0.027734332323735,0.016782673532005,0.030413696052181,0.021451017309286,0.03727029573634,0.003074217243476,0.006918419261861,0.02293139502577,0.03388991534799,-0.000373660839421,-0.001270016014876,0.027721975161857,0.054304819353782,-0.009174000144825,0.00907687577658,0.041423931065649,0.044669676452729,0.035937346051122,0.028423964697736,0.017868713295273,0.055358100927459,0.036796899899886,0.018483387810486,0.020000948637377,0.032387925105807,0.050160963777907,0.049447376837911,0.029579525291016,0.01111091962176,0.001069586316166,-0.025798148718399,0.003899202512435,-0.014288016100923,-0.037328624227189,-0.023176165790357,-0.051252019335188,0.003574652499155,-0.002124142861216,-0.02969291684933,,,,,,,,
recall_class0,0.011841463498565,-0.015083914523822,-0.011281005822227,-0.03245001676411,0.009321456788293,-0.03106498411222,0.000205217366237,0.008349806241209,0.004844666450891,-0.009194619435322,0.06429797768385,0.085418820786142,0.101774107816686,-0.027361801892508,0.063056833246197,0.094410420362438,0.156576544300959,-0.007902794609852,0.118254370483031,0.0417785917034,0.018711179117426,-0.011052551711864,0.010440891081646,0.034998899689067,-0.001876057106593,-0.00230997590766,0.013005098224451,0.025653876976852,-0.003175059527697,0.024192121952178,-0.060080619699788,0.014018375893197,-0.005579734593778,-0.000221805492231,-0.03172546379798,0.001606092440556,-0.018942283790317,-0.024112200801967,0.002384627219058,0.014034851507704,,,,,,,,
rvd_class0,0.005401315942426,0.039947388433538,0.028401266562397,0.065112255122409,0.011283583152582,0.068057038530607,0.001494116041738,-0.004773546571693,0.016772461217887,0.043791201468169,-0.066989020938094,-0.091046942588026,-0.082677552209222,0.086431302695502,-0.07337415250585,-0.092053390905086,-0.135401761149692,0.057054197537023,-0.088763513505843,-0.017207636689884,-0.001505781146234,0.080470192423688,0.033258799618342,-0.019802382053046,0.024578677625872,0.039386283725112,0.042274561988685,0.028233316793412,0.038284481199663,-0.01576835562144,0.094923598280505,-0.075006099634324,0.01376628983523,-0.028976434370419,-0.024984941632426,-0.04737214525497,-0.078931610772992,0.043031088942406,-0.008526979831039,-0.07572512763896,,,,,,,,
specificity_class0,8.71056629423439E-05,0.000127316884568,8.71084671392186E-05,0.000164156585254,0.000103855859814,0.000187615137241,1.00581087451035E-05,2.01115028206633E-05,0.000107196963506,0.000174207504711,-1.48339066208258E-06,-3.01932277724237E-06,1.12156634016758E-05,3.36800530523762E-05,-5.53409319448139E-06,1.5402044940549E-06,1.21062176695608E-05,2.81230972215551E-05,1.68833739268015E-05,1.40445117974286E-05,1.08196628882951E-05,4.38099072722631E-05,2.70517689839878E-05,9.59122114585487E-06,1.38068278148218E-05,2.32995333092623E-05,3.48672985299725E-05,3.34274363905651E-05,2.221344030362E-05,5.50548263100747E-06,8.52750304236594E-06,-1.5226126144352E-05,2.47128007135888E-06,-7.38917105136405E-06,-1.43865819813849E-05,-1.1621260720851E-05,-2.44102514320721E-05,4.59760954085731E-06,-1.48158025203848E-06,-1.52523230124713E-05,,,,,,,,
vol_gt_class0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
vol_pred_class0,-1.00000064373018,-7.62499854564666,-5.4999990582466,-12.249999332428,-2.12499873638154,-12.9999987602234,-0.249997973442078,0.750001382827747,-3.12499959468843,-8.2499995112419,74.5673135335628,103.413466701141,99.0865387733165,-114.519240746131,104.134616870147,112.644236482107,159.951931705842,-73.8461629427395,111.923088587247,18.1730769780966,1.91340511441229,-82.9262133330105,-36.4584145337344,20.3419083029032,-24.8372047767043,-40.1105354234576,-43.7449771553277,-28.678164280951,-38.8167293548584,15.9286044031381,-51.1015616789459,40.5859371386468,-8.47656271085145,15.7187499143183,14.1718748070301,26.0156247168779,43.6953123018145,-22.9999994583428,4.601562345773,40.5468746952712,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hard-Adap-Relu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avd_class0,-0.004512937784431,0.020024976669497,-0.024546731201184,0.029771408416812,-0.020469035149534,0.028750837162823,0.016711529333315,0.018202659879075,-0.004354313518092,-0.013097869538549,-0.03399228794524,-0.012973233159075,-0.060429362734998,0.008084289631477,-0.051541307623845,-0.002231488261033,-0.097249055338186,-0.02887943539951,0.038993310606382,0.001216900721033,-0.013293515745836,0.003231848698512,0.000609871576484,-0.007378766049303,-0.004437795198185,-0.001038574440251,-0.002341458518291,-0.011377243971212,0.00317553296319,-0.002517939983255,-0.06495905695927,0.017171766143117,-0.014159509956376,-0.047632838569755,-0.052577042638151,-0.014846348467615,-0.075462823784868,0.027524880950865,-0.102685027817849,-0.112230524853805,,,,,,,,
dice_class0,0.008624728530684,-0.006190060309982,0.000565550819297,-0.010401035887674,0.006674130476771,-0.008202501269224,-0.00757644915906,0.000402359465103,-5.5698631052592E-05,0.005222483087975,0.016143615947617,0.007502729834808,0.048954618360067,0.008984184101681,0.030478153907129,-0.002393545415452,0.085340505280555,0.017596712988497,-0.009303306042209,0.008373792841397,0.006009210133243,0.001395042120227,0.000836856074683,0.007107724341646,-0.013610684901396,-5.36002194041485E-05,0.007871516895736,0.004469010376048,-0.001796851043245,0.001548840946271,-0.027714608602766,-0.001052035900404,0.01125447152703,0.009079792927968,-0.002092842079546,0.019958014946889,-0.000325482634975,-0.014925212859069,0.031488844735903,0.017448427561862,,,,,,,,
lfdr_class0,0,0.05,-0.05,0,-0.05,0.016666666666667,0,0,0,0,-0.064102564102564,0.051282051282051,0.057692307692308,-0.076923076923077,0.108974358974359,0.038461538461539,-0.035897435897436,0.012820512820513,-0.038461538461539,0.038461538461539,-0.0125,-0.0375,0.0375,0.008333333333333,0.0225,0,-0.025,0.066666666666667,-0.056666666666667,0.025,0.0225,0.173611111111111,-0.021666666666667,-0.052837301587302,0.006666666666667,-0.243511904761905,-0.177103174603175,0.108492063492064,-0.111130952380953,-0.14875,,,,,,,,
ltpr_class0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
mse_class0,-0.00025,0.00014,6.00000000000006E-05,0.00024,-0.00017,0.0002,0.0002,-3.99999999999997E-05,2E-05,-0.00016,-9.69050480769229E-05,-7.13641826923079E-05,-0.000419170673077,-1.20192307692304E-05,-0.000298227163462,-3.00480769230803E-06,-0.000621243990385,-0.000100661057692,9.54026442307693E-05,-3.00480769230772E-05,-7.23341338488524E-05,-1.31454467773439E-05,3.71317960778028E-06,-0.000104038316376,0.000230544421138,-2.43734242964763E-05,-0.000138932987135,-4.32798424545599E-05,2.24855384048147E-05,2.42731522540657E-05,0.00027806132553,4.84254205890679E-05,-0.000212756483638,-0.000227337386469,-5.58835738630912E-05,-0.000353959962103,-0.000141778918612,0.000243333107266,-0.000698412204243,-0.000483438539155,,,,,,,,
n_gt_class0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
n_pred_class0,0.1,0.1,0,0,-0.2,0.2,0,0,0,0,-0.230769230769231,0,-0.230769230769231,-0.307692307692308,0,0,-0.923076923076923,0,0.230769230769231,0.153846153846154,-0.15,0.05,0.15,0.05,0.1,-0.05,-0.1,0.3,-0.2,0.15,0.75,1.65,-0.15,-0.05,0.15,-2.15,-1.4,2.85,-0.9,-1.95,,,,,,,,
precision_class0,0.005822094103927,0.010066043026924,-0.017623697425832,0.004495458586493,-0.001678599538949,0.004412203087986,0.001773552855903,0.013557793433944,-0.001363128720833,0.001093967599202,-0.006426783834964,-0.001258569451557,0.010323727184346,0.012337071721899,-0.007471645750661,-0.002562876956191,0.006012833668156,-0.001488527486868,0.014086373804387,0.004994772859892,-0.004743695491321,-0.005916221692788,-0.006503829667109,0.000933928059524,-0.019173650073195,0.010604707698658,0.012100984985559,-0.007108621327032,-0.002144931053158,-0.017410861060703,-0.00454915970913,-0.003494174166958,0.014191554789922,0.016041568196027,0.009458592269185,0.020526061380225,0.018061682860107,-0.014522917956029,0.049130091712125,0.040601116341661,,,,,,,,
recall_class0,0.010754824222764,-0.018063629389532,0.015888735058032,-0.022517050385939,0.013705264986691,-0.01793074638158,-0.015488591372821,-0.007333089423918,0.001680442812548,0.009151551300872,0.026279332492937,0.013654895944382,0.057934684505038,-0.002412811216069,0.052286231054235,0.001878139217166,0.103988263251786,0.022752153183826,-0.027542452517859,0.005343927765151,0.015461874812031,0.008717556796868,0.008101457929755,0.012560957650388,-0.008144852855809,-0.010689925924013,0.003479506363903,0.015029617905487,-0.001112564504941,0.020289235878978,-0.061370570063694,0.004825300451601,0.005630797464222,-0.006690431268174,-0.022990818590949,0.017279570305998,-0.033607238215169,-0.011368122993787,-0.003497418548888,-0.026441880382189,,,,,,,,
rvd_class0,-0.005551898823392,0.027167833812354,-0.035760922415376,0.029771408416812,-0.0161061007866,0.023036551448537,0.017144879766666,0.018202659879075,-0.004354313518092,-0.008083154523834,-0.03291488572295,-0.016070806726447,-0.052519752496134,0.012833902434781,-0.061956308248084,-0.004090032401456,-0.105509251517845,-0.025575356927647,0.04291690379172,-0.002913197368797,-0.022326178594638,-0.016390463997605,-0.016776611085113,-0.013252237153777,-0.011856277762762,0.023971126070242,0.009441048547899,-0.024655749799696,-0.000806993625389,-0.043342920434585,0.081612733886672,-0.016640839676433,0.01928295035988,0.047075365779736,0.054249461008206,0.016518766837671,0.087010474435253,-0.013284254186203,0.107383727048006,0.12258359095415,,,,,,,,
